Year,Month,NumCases,Relationship_Acquaintance,Relationship_Boyfriend,Relationship_Boyfriend/Girlfriend,Relationship_Brother,Relationship_Common-Law Husband,Relationship_Common-Law Wife,Relationship_Daughter,Relationship_Employee,Relationship_Employer,Relationship_Ex-Husband,Relationship_Ex-Wife,Relationship_Family,Relationship_Father,Relationship_Friend,Relationship_Girlfriend,Relationship_Husband,Relationship_In-Law,Relationship_Mother,Relationship_Neighbor,Relationship_Sister,Relationship_Son,Relationship_Stepdaughter,Relationship_Stepfather,Relationship_Stepmother,Relationship_Stepson,Relationship_Stranger,Relationship_Unknown,Relationship_Wife,Crime Solved_No,Crime Solved_Yes,Crime Type_Manslaughter by Negligence,Crime Type_Murder or Manslaughter,Victim Race_Asian/Pacific Islander,Victim Race_Black,Victim Race_Native American/Alaska Native,Victim Race_Unknown,Victim Race_White,Perpetrator Sex_Female,Perpetrator Sex_Male,Perpetrator Sex_Unknown,Weapon_Blunt Object,Weapon_Drowning,Weapon_Drugs,Weapon_Explosives,Weapon_Fall,Weapon_Fire,Weapon_Firearm,Weapon_Gun,Weapon_Handgun,Weapon_Knife,Weapon_Poison,Weapon_Rifle,Weapon_Shotgun,Weapon_Strangulation,Weapon_Suffocation,Weapon_Unknown,Victim Sex_Female,Victim Sex_Male,Victim Sex_Unknown,State_Alabama,State_Alaska,State_Arizona,State_Arkansas,State_California,State_Colorado,State_Connecticut,State_Delaware,State_District of Columbia,State_Florida,State_Georgia,State_Hawaii,State_Idaho,State_Illinois,State_Indiana,State_Iowa,State_Kansas,State_Kentucky,State_Louisiana,State_Maine,State_Maryland,State_Massachusetts,State_Michigan,State_Minnesota,State_Mississippi,State_Missouri,State_Montana,State_Nebraska,State_Nevada,State_New Hampshire,State_New Jersey,State_New Mexico,State_New York,State_North Carolina,State_North Dakota,State_Ohio,State_Oklahoma,State_Oregon,State_Pennsylvania,State_Rhodes Island,State_South Carolina,State_South Dakota,State_Tennessee,State_Texas,State_Utah,State_Vermont,State_Virginia,State_Washington,State_West Virginia,State_Wisconsin,State_Wyoming,Perpetrator Race_Asian/Pacific Islander,Perpetrator Race_Black,Perpetrator Race_Native American/Alaska Native,Perpetrator Race_Unknown,Perpetrator Race_White,Perpetrator Count,Victim Count
1986,11,1400,340,14,3,8,4,6,16,1,1,0,6,21,9,85,26,38,17,5,9,1,28,0,3,0,2,208,480,69,395,1005,24,1376,20,616,14,14,736,127,878,395,160,5,1,1,3,9,72,4,591,276,2,73,115,20,15,53,341,1053,6,20,2,21,19,255,20,16,1,0,128,38,5,2,15,16,1,9,15,47,5,38,1,93,13,12,39,0,2,3,1,26,10,23,44,0,40,16,17,62,4,22,0,31,181,3,3,44,13,6,15,3,11,455,11,403,520,143,108
1986,12,1493,386,20,4,20,5,7,20,0,1,4,10,27,14,80,36,40,15,8,21,7,37,2,7,0,1,175,488,58,425,1068,38,1455,31,617,14,9,822,167,901,425,182,4,4,1,1,18,82,0,582,294,0,71,132,25,14,83,393,1096,4,39,3,31,16,266,21,17,1,0,109,69,7,0,12,24,9,12,11,35,1,39,7,82,3,14,40,0,4,12,3,25,11,16,47,3,46,20,19,54,4,40,1,38,203,3,2,35,15,11,13,0,24,499,8,437,525,217,206
1987,1,1550,385,16,7,18,6,10,31,1,2,4,6,24,14,82,32,30,11,10,16,9,44,1,6,0,10,262,441,72,379,1171,24,1526,15,664,17,4,850,145,1026,379,177,4,0,0,1,13,91,0,672,327,5,60,102,26,12,60,405,1145,0,35,5,25,14,243,10,10,0,17,128,71,5,8,24,11,0,13,16,51,5,43,13,74,16,17,26,0,6,9,3,28,10,137,45,0,56,27,11,47,2,27,1,31,151,3,0,37,18,6,13,2,11,525,12,387,615,238,122
1987,2,1558,358,19,5,16,4,6,17,0,1,4,5,28,9,90,42,30,12,13,26,10,25,1,1,0,4,240,531,61,452,1106,19,1539,17,685,12,12,832,133,973,452,174,4,1,1,0,15,73,0,669,331,0,68,123,30,14,55,411,1145,2,26,4,24,9,262,18,11,1,18,138,59,4,1,22,26,4,9,15,25,1,31,13,100,8,12,30,0,7,7,1,24,6,151,33,0,51,21,12,58,3,24,1,37,175,3,1,33,13,12,14,0,7,482,11,468,590,214,168
1987,3,1596,402,16,7,23,10,7,15,2,3,2,2,24,9,89,39,33,18,9,14,4,24,1,3,1,1,242,532,64,475,1121,24,1572,26,678,11,9,872,158,963,475,199,2,6,0,1,28,75,0,684,348,0,51,89,42,20,51,423,1173,0,32,8,30,9,275,21,13,3,19,108,12,5,7,24,16,5,7,19,45,4,31,11,114,6,17,31,0,1,5,2,47,10,158,38,3,49,15,21,49,3,30,1,28,176,1,4,37,18,9,18,1,10,481,13,481,611,182,148
1987,4,1432,360,26,10,23,8,9,20,1,1,6,0,22,18,87,39,29,14,5,25,1,25,2,3,0,1,214,411,72,391,1041,19,1413,20,635,8,4,765,148,893,391,185,6,1,0,1,26,61,2,628,290,1,63,81,22,5,60,376,1055,1,19,3,14,19,264,19,8,2,14,84,54,4,3,20,20,2,5,15,29,2,27,10,78,12,14,25,0,1,4,2,24,11,152,40,0,39,24,10,53,2,29,1,23,162,7,3,35,23,5,15,1,6,502,6,402,516,184,150
1987,5,1638,460,29,5,31,8,12,17,0,2,0,9,33,13,99,34,36,23,6,17,4,20,2,4,1,0,224,490,59,415,1223,12,1626,23,763,15,7,830,157,1066,415,176,10,2,0,1,14,70,1,756,324,0,69,129,24,13,49,387,1251,0,37,8,21,21,278,23,11,3,17,140,56,5,0,20,17,4,15,16,22,1,24,14,79,7,13,40,0,1,7,3,29,11,184,42,1,49,21,8,54,3,29,0,24,184,9,1,42,18,10,14,2,13,609,12,421,583,229,114
1987,6,1578,417,27,4,15,6,9,14,0,1,4,4,35,7,66,33,41,11,8,27,7,22,2,7,1,4,261,473,72,417,1161,34,1544,16,713,9,14,826,157,1004,417,177,6,2,0,0,22,62,1,744,308,0,82,87,20,4,63,406,1168,4,33,2,17,17,265,18,11,4,16,107,50,6,1,80,12,4,8,12,16,3,31,9,80,6,11,35,0,2,12,0,24,15,195,49,0,50,23,12,43,2,23,1,40,149,5,0,37,24,4,13,1,7,556,10,431,574,231,144
1987,7,1672,445,25,4,22,5,3,20,3,4,4,3,22,12,83,40,38,16,7,20,0,22,6,2,0,5,265,521,75,479,1193,27,1645,17,767,13,10,865,173,1020,479,220,8,3,4,0,9,76,3,758,312,1,76,106,26,10,60,407,1263,2,35,4,33,20,268,20,22,4,19,116,69,2,5,31,22,5,9,0,17,1,33,17,104,11,14,43,0,1,7,1,21,11,185,52,0,51,18,12,57,8,28,0,29,178,6,0,29,34,8,12,0,7,566,14,486,599,249,152
1987,8,1668,435,24,9,20,6,9,33,0,2,1,3,32,8,86,44,35,13,7,32,6,25,1,4,2,3,239,516,73,454,1214,16,1652,22,784,10,14,838,140,1074,454,223,4,1,2,1,16,63,0,751,334,2,65,92,31,7,76,440,1227,1,34,3,17,13,264,13,21,4,17,123,50,2,1,30,21,3,13,0,41,2,37,15,100,11,14,36,0,2,7,2,39,12,153,60,3,48,31,18,61,5,36,1,37,173,7,1,36,19,10,20,2,16,604,9,467,572,184,196
1987,9,1520,378,14,4,13,9,4,12,0,1,2,7,19,9,81,33,31,19,8,19,6,16,2,4,0,4,239,520,66,427,1093,22,1498,14,688,18,12,788,129,964,427,164,5,3,0,0,12,80,1,692,278,21,85,78,27,11,63,389,1130,1,23,3,18,8,251,19,15,1,18,99,40,5,0,25,22,1,4,0,29,2,24,16,130,5,16,38,0,2,6,1,24,11,165,42,1,71,15,15,13,1,34,0,33,184,4,1,42,24,9,10,0,4,503,8,437,568,192,348
1987,10,1609,417,18,6,13,7,8,14,0,3,1,5,24,9,102,41,32,10,13,26,2,21,2,5,0,7,240,519,64,482,1127,23,1586,30,700,7,20,852,128,999,482,189,4,5,0,0,25,100,2,675,300,0,83,100,38,11,77,421,1183,5,21,3,22,12,274,22,11,2,21,127,58,7,3,22,23,2,6,0,48,5,31,16,95,8,12,45,0,0,9,4,42,7,165,43,0,59,21,18,21,7,25,3,40,167,3,2,33,25,6,13,0,18,509,5,491,586,215,166
1987,11,1477,371,31,3,14,2,4,26,1,1,1,4,23,4,79,28,30,9,10,10,2,23,1,4,1,2,192,552,49,498,979,32,1445,25,653,10,13,776,141,838,498,178,4,3,3,0,18,69,3,662,262,2,73,94,32,6,68,354,1120,3,17,1,19,17,230,14,15,3,20,119,5,5,4,26,17,1,8,0,26,3,25,6,93,8,16,31,0,0,6,7,28,13,215,42,2,48,23,13,38,1,23,0,46,149,3,1,46,20,13,11,0,14,459,9,502,493,168,118
1987,12,1485,347,19,6,16,6,14,15,0,3,1,11,42,10,75,24,28,11,14,23,6,28,2,3,1,2,198,519,61,441,1044,22,1463,27,627,11,21,799,136,908,441,168,6,4,2,0,12,85,3,651,261,2,70,106,43,8,64,381,1103,1,24,4,26,28,292,14,14,5,29,121,69,3,2,19,15,0,9,0,33,4,35,5,106,11,22,15,0,2,3,8,35,14,21,37,0,34,29,16,30,4,18,2,36,191,5,2,46,18,12,15,2,18,461,11,462,533,166,264
1988,1,1604,404,17,10,19,5,12,15,1,0,0,5,15,9,92,40,30,6,17,17,3,31,1,8,1,2,242,536,66,436,1168,20,1584,17,760,12,6,809,137,1031,436,186,2,1,2,0,14,64,0,747,319,1,59,99,30,12,68,377,1225,2,22,3,21,15,259,27,16,3,37,0,66,4,6,75,28,4,4,0,31,0,43,8,66,11,17,29,2,6,10,0,31,11,198,32,0,50,20,11,56,7,38,0,32,191,7,0,52,28,11,16,0,10,562,13,447,572,262,140
1988,2,1398,336,21,3,24,3,4,21,3,1,1,11,17,12,62,36,30,12,10,19,3,24,0,7,4,2,208,456,68,412,986,21,1377,14,637,15,8,724,111,875,412,166,3,3,8,0,22,56,1,639,263,0,53,110,24,7,43,364,1033,1,29,1,21,24,214,17,13,2,17,0,49,2,1,73,35,4,3,0,35,1,31,12,69,11,9,25,1,5,13,8,26,13,191,37,2,43,13,10,52,2,21,3,23,161,0,1,36,25,6,7,1,4,439,11,420,524,183,186
1988,3,1525,385,19,5,17,9,11,22,2,2,0,8,20,8,88,42,42,21,10,16,5,19,3,2,0,2,189,507,71,429,1096,22,1503,14,725,10,16,760,149,947,429,180,5,3,1,1,23,79,0,700,284,0,71,106,19,6,47,387,1136,2,36,0,26,14,252,18,13,3,27,0,58,2,1,82,25,6,1,0,36,7,38,11,90,9,17,32,3,4,5,3,39,6,149,51,1,46,29,8,51,3,39,2,35,160,5,0,43,22,7,8,2,13,523,10,444,535,219,128
1988,4,1470,384,15,10,11,9,8,24,0,2,2,3,22,14,56,38,20,8,12,14,3,21,2,2,0,1,207,525,57,418,1052,11,1459,19,643,9,19,780,131,921,418,165,3,6,1,1,20,98,0,648,300,2,70,82,29,9,36,397,1070,3,33,3,35,21,243,19,10,3,25,0,52,9,2,73,28,2,2,0,38,6,43,8,83,8,11,33,4,3,7,2,36,18,149,38,0,49,18,18,46,3,21,0,38,151,7,1,24,21,9,13,4,13,482,10,442,523,199,178
1988,5,1527,385,20,5,20,4,7,21,2,2,2,7,22,15,52,38,34,8,7,26,3,27,0,1,0,2,221,539,57,387,1140,18,1509,17,729,8,22,751,145,995,387,182,5,3,3,1,37,85,2,671,291,1,68,90,24,6,58,372,1155,0,28,1,16,11,259,14,11,1,20,0,59,2,1,89,16,3,2,0,39,1,27,26,71,5,9,38,0,4,18,0,36,10,188,38,2,42,16,16,62,4,26,1,49,180,3,3,40,16,10,14,0,11,571,7,401,537,216,170
1988,6,1442,368,18,6,12,6,7,15,2,0,0,7,34,6,60,36,25,4,6,13,9,22,3,1,1,2,200,519,60,398,1044,28,1414,13,678,12,10,729,126,918,398,186,2,2,2,0,8,71,1,647,303,2,53,77,26,6,56,354,1087,1,28,2,29,13,245,8,15,4,26,0,47,2,4,78,25,4,3,0,37,3,28,20,80,8,14,32,1,2,11,3,38,17,191,31,0,43,18,11,56,0,11,0,44,141,5,0,24,22,3,12,3,10,487,11,411,523,219,146
1988,7,1701,473,19,3,15,10,10,16,1,0,2,7,19,5,64,33,33,18,4,23,2,23,2,5,0,0,224,625,65,483,1218,22,1679,9,850,9,19,814,152,1066,483,203,3,0,6,0,28,84,1,762,329,4,72,111,26,6,66,403,1294,4,38,2,23,19,281,12,16,0,27,0,72,1,3,88,22,2,4,0,43,3,35,23,100,11,15,32,0,3,7,4,41,10,227,48,1,53,18,8,54,7,31,0,35,180,4,1,43,22,14,18,0,7,634,14,495,551,278,206
1988,8,1789,433,30,3,20,10,7,16,2,1,2,4,16,7,75,40,25,17,9,24,5,26,3,1,1,6,260,685,61,503,1286,11,1778,27,885,11,15,851,157,1129,503,237,2,2,3,1,18,89,0,827,300,1,79,122,40,4,64,417,1368,4,37,4,38,21,295,14,17,3,40,0,81,7,3,103,38,7,4,0,37,4,40,12,90,9,13,42,2,4,4,1,42,6,245,40,0,45,32,14,53,5,31,1,38,182,5,2,35,24,9,9,1,14,656,8,515,596,286,124
1988,9,1683,445,26,8,7,6,5,10,0,2,1,6,24,13,75,39,27,14,12,17,2,20,1,8,1,2,260,590,62,500,1183,21,1662,12,813,12,18,828,134,1049,500,187,1,2,2,2,17,85,2,819,304,1,78,97,25,7,54,381,1298,4,40,1,21,31,292,22,23,1,27,0,60,3,3,110,21,1,3,0,42,2,36,13,109,13,10,27,0,8,9,2,30,10,196,52,2,48,23,19,53,7,29,0,35,163,2,1,39,18,8,17,1,13,611,5,516,538,279,120
1988,10,1662,413,17,3,18,4,8,20,2,4,1,3,21,10,79,37,24,15,12,15,3,25,2,1,1,6,252,603,63,502,1160,16,1646,20,814,9,13,806,122,1038,502,205,5,3,1,4,37,59,0,811,306,0,63,83,27,6,52,418,1243,1,35,2,22,12,270,20,13,4,42,0,66,6,4,68,27,3,5,0,41,6,52,6,113,9,11,25,3,5,12,2,35,14,193,50,4,39,23,9,49,2,34,4,22,179,5,0,63,31,10,12,0,17,562,10,513,560,268,146
1988,11,1506,356,27,0,17,5,13,15,1,0,1,4,14,14,56,35,25,5,8,14,7,20,2,4,0,3,208,587,65,496,1010,23,1483,15,706,12,16,757,129,881,496,175,2,8,6,0,28,53,7,729,242,1,73,108,25,3,46,374,1131,1,30,2,25,13,247,19,17,8,43,0,63,4,1,73,33,6,2,0,40,1,43,7,78,17,13,42,1,7,4,4,31,8,183,41,1,52,31,19,22,0,30,1,31,135,2,0,38,24,6,8,0,7,477,4,505,513,193,230
1988,12,1472,338,24,6,19,3,11,15,0,2,3,8,20,12,77,42,24,17,13,13,1,30,1,6,1,2,221,493,70,424,1048,20,1452,9,694,10,13,746,125,923,424,181,8,5,0,0,10,69,2,673,243,2,73,109,37,6,54,378,1093,1,33,9,29,22,278,16,17,2,44,0,58,5,6,88,17,6,5,0,33,2,43,8,88,10,13,37,2,7,4,0,49,11,33,49,0,49,24,18,18,1,34,1,25,186,3,3,45,20,8,11,2,11,490,13,434,524,208,112
1989,1,1673,397,28,6,18,12,6,22,6,2,2,3,31,14,109,32,28,15,17,10,5,18,1,2,1,5,273,566,44,474,1199,25,1648,15,783,11,26,838,151,1048,474,182,6,1,4,0,42,47,5,790,263,4,100,116,44,10,59,379,1292,2,36,6,25,19,301,16,27,3,52,0,84,1,2,78,25,1,7,7,49,4,44,15,82,6,16,44,1,6,9,9,27,5,149,54,0,46,22,14,68,2,33,0,23,172,3,0,38,17,7,16,2,11,573,15,492,582,270,254
1989,2,1456,373,18,5,10,8,10,17,1,0,1,2,23,8,62,50,28,13,16,17,5,16,2,4,0,3,192,504,68,405,1051,17,1439,25,726,12,10,683,121,930,405,155,3,2,1,0,22,40,9,702,272,0,76,98,23,4,49,380,1076,0,18,1,21,10,260,15,14,7,39,0,57,2,2,81,16,3,9,15,35,1,42,10,66,4,16,25,4,0,9,2,28,5,160,47,0,49,18,17,51,0,25,0,28,152,7,1,36,16,14,17,1,21,520,12,419,484,218,108
1989,3,1600,392,17,4,17,7,8,28,1,1,2,4,28,12,87,37,29,16,11,14,3,22,1,2,1,6,223,562,65,481,1119,29,1571,20,768,12,14,786,127,992,481,177,5,1,2,1,26,74,5,750,281,0,81,115,28,5,49,370,1228,2,25,6,26,25,254,10,10,7,37,0,59,7,3,91,16,8,1,16,44,7,42,14,77,8,16,32,1,1,8,1,21,8,183,43,0,46,20,12,71,6,29,1,33,169,5,1,54,23,10,11,2,13,523,12,495,557,219,188
1989,4,1618,392,26,2,16,8,8,15,1,2,2,5,32,14,97,40,34,15,8,15,3,24,6,4,0,0,244,546,59,457,1161,23,1595,18,798,10,12,780,160,1001,457,204,1,2,2,0,29,61,3,770,305,1,60,98,29,5,48,411,1207,0,51,0,22,21,262,8,12,1,38,0,79,4,2,109,21,5,3,10,47,2,42,14,89,6,8,28,1,2,6,4,38,13,163,44,0,56,22,10,52,3,29,0,30,180,6,0,37,11,13,12,2,20,586,9,469,534,200,262
1989,5,1613,420,16,5,21,10,9,24,0,1,0,7,25,11,82,51,30,6,8,13,1,27,3,3,1,2,236,540,61,461,1152,20,1593,17,785,5,29,777,143,1009,461,181,4,2,0,0,21,51,4,793,285,0,62,109,30,8,63,394,1219,0,35,3,29,11,256,19,12,1,29,0,56,4,0,76,21,5,8,12,44,5,43,21,81,11,16,39,1,1,15,2,54,10,185,49,0,57,25,13,49,6,20,1,31,178,3,1,39,19,9,7,1,11,569,3,487,543,245,142
1989,6,1653,409,21,5,19,7,9,18,0,0,0,3,23,11,103,31,32,13,16,24,4,21,1,6,0,3,270,548,56,467,1186,21,1632,19,788,14,20,812,137,1049,467,187,9,2,1,0,14,58,3,748,326,2,84,97,34,14,74,367,1286,0,27,2,28,16,274,13,12,1,26,0,58,10,3,106,27,2,8,21,50,2,46,17,87,11,15,35,1,4,5,7,38,10,188,39,0,51,17,18,62,4,28,1,23,167,6,2,39,15,13,15,3,11,580,4,480,578,227,120
1989,7,1804,492,25,4,27,4,9,17,1,3,4,1,27,12,68,44,41,12,14,21,2,32,3,4,1,0,263,618,55,487,1317,19,1785,35,859,10,17,883,144,1173,487,202,6,3,2,0,17,61,1,899,306,0,95,116,25,9,62,386,1416,2,36,4,26,16,316,12,19,1,34,0,87,8,7,85,23,5,13,11,49,2,53,10,95,10,17,32,1,4,7,2,35,6,224,50,0,46,20,11,76,5,27,1,39,177,0,0,49,14,15,23,1,26,646,6,509,617,270,162
1989,8,1791,430,24,1,12,5,6,29,2,0,2,4,31,11,90,44,29,10,7,30,8,17,2,5,0,6,277,659,50,490,1301,23,1768,18,873,12,16,872,145,1156,490,210,11,0,0,1,5,56,2,889,298,1,87,117,34,17,63,408,1383,0,42,5,26,20,311,14,17,4,51,0,63,4,4,82,21,6,10,8,60,5,55,18,82,8,11,38,3,7,10,2,38,15,216,49,2,50,20,10,83,4,29,1,31,182,2,1,31,20,7,12,1,8,655,11,514,603,303,158
1989,9,1790,438,31,3,16,11,9,19,1,2,2,4,30,12,76,41,32,10,9,24,3,26,1,2,0,3,234,695,56,525,1265,20,1770,15,902,12,12,849,175,1090,525,208,7,2,4,0,25,62,0,881,327,1,66,108,42,6,51,391,1399,0,35,4,17,28,283,18,15,4,31,0,62,5,2,87,19,6,5,37,49,2,49,8,79,8,15,28,3,3,4,2,35,8,247,50,0,60,24,13,71,8,36,0,44,185,1,2,51,24,7,13,3,13,632,10,536,599,275,202
1989,10,1781,464,21,2,15,4,5,11,3,1,1,8,22,6,75,41,25,12,5,22,4,26,1,2,0,5,274,676,50,547,1234,30,1751,9,891,12,17,852,128,1106,547,202,7,3,0,0,14,105,0,886,288,1,73,107,23,10,62,369,1412,0,39,1,30,15,306,9,20,3,35,0,69,4,1,102,32,2,12,7,53,3,63,15,104,10,11,39,1,5,11,3,32,8,191,44,0,76,19,11,71,5,26,1,30,169,4,0,45,11,7,23,3,4,620,6,560,591,300,116
1989,11,1522,358,33,4,10,4,6,23,1,0,4,4,18,12,68,51,28,8,5,20,2,38,2,4,0,0,235,538,46,442,1080,23,1499,22,732,13,11,744,144,936,442,166,3,4,1,0,7,79,1,725,258,1,70,110,31,9,57,377,1145,0,28,1,16,22,272,17,21,1,33,0,62,1,0,91,27,8,2,10,52,7,43,19,87,14,11,40,2,3,6,1,35,11,28,61,0,43,15,11,41,4,24,1,28,215,5,1,39,29,15,17,2,14,508,15,453,532,236,186
1989,12,1567,376,18,5,23,6,5,27,0,1,2,3,30,13,84,36,22,13,5,21,6,24,4,4,0,4,261,538,36,453,1114,30,1537,13,779,13,21,741,137,977,453,133,3,1,3,1,20,60,4,774,274,1,91,92,24,11,75,349,1217,1,44,8,25,16,317,15,18,0,34,0,69,1,2,98,23,6,3,13,54,6,36,11,87,12,17,33,3,4,8,1,25,9,29,59,1,52,18,8,50,4,30,1,31,196,4,2,53,12,8,10,1,6,564,11,460,526,240,164
1990,1,1793,411,13,2,19,6,9,28,2,3,2,6,21,17,93,43,29,5,7,21,7,32,2,3,0,5,288,654,65,506,1287,20,1773,19,897,12,23,842,139,1148,506,184,2,2,0,0,12,77,5,941,296,1,62,108,32,15,56,374,1418,1,37,3,23,18,319,13,14,3,49,0,67,7,4,100,23,5,7,9,21,3,48,19,111,3,19,35,0,4,6,0,35,15,226,60,0,51,20,11,72,5,38,0,29,167,2,4,50,18,7,13,0,13,648,8,520,604,324,150
1990,2,1568,381,28,5,13,10,9,7,3,1,0,5,21,7,71,38,21,8,11,18,6,36,4,0,2,5,244,564,50,459,1109,21,1547,22,780,11,11,744,133,976,459,166,4,1,1,0,30,61,2,844,257,1,43,89,23,8,38,345,1223,0,38,2,23,21,296,14,10,4,39,0,55,4,2,90,18,5,7,9,45,1,37,13,73,6,9,34,0,1,9,1,33,11,174,51,1,42,16,8,67,4,39,0,25,153,3,0,35,13,9,18,0,13,566,12,472,505,260,176
1990,3,1732,394,12,7,14,7,1,14,2,3,2,9,21,10,80,28,20,9,13,19,4,28,1,2,0,4,317,647,64,484,1248,24,1708,24,831,7,21,849,115,1133,484,169,2,1,0,2,101,66,2,826,298,2,69,88,24,9,73,401,1327,4,31,1,21,18,306,18,15,3,38,0,58,8,1,88,22,7,12,21,27,0,42,23,70,3,14,27,0,3,11,3,33,4,273,41,0,42,16,9,66,5,31,1,34,189,8,2,40,17,11,15,4,16,573,4,510,629,281,918
1990,4,1611,408,19,2,13,4,8,13,2,1,1,6,32,13,77,37,24,5,7,16,2,19,0,1,2,1,264,570,64,441,1170,30,1581,9,810,10,21,761,111,1059,441,156,2,4,0,1,17,64,2,837,287,0,62,103,23,4,49,364,1245,2,40,2,23,17,288,13,12,5,25,0,59,1,4,89,22,3,8,19,39,2,45,20,80,7,17,40,0,1,4,2,28,9,179,50,0,44,21,3,56,1,29,0,40,168,4,0,48,20,9,14,1,7,599,9,459,537,318,104
1990,5,1783,449,20,3,22,6,9,13,1,1,3,9,28,11,86,35,27,13,10,26,4,31,4,5,1,4,245,657,60,507,1276,20,1763,18,908,8,21,828,154,1122,507,191,4,2,3,0,18,64,5,929,304,2,66,108,23,9,55,355,1428,0,30,0,25,22,322,13,11,4,36,0,53,8,3,106,25,2,3,21,46,0,35,19,96,2,11,40,0,5,5,3,24,8,217,64,0,60,20,9,47,4,46,1,44,188,2,0,62,24,4,13,0,12,657,4,518,592,308,214
1990,6,1879,441,29,5,28,12,6,16,1,2,1,3,22,9,76,46,31,13,10,25,4,22,7,9,0,3,298,710,50,549,1330,18,1861,20,938,13,17,891,152,1178,549,197,4,3,1,1,12,95,3,949,331,1,70,121,15,9,67,357,1522,0,35,4,33,21,303,9,20,4,35,0,51,3,5,123,28,4,4,15,52,1,42,19,84,6,13,38,0,1,4,0,44,1,228,67,1,60,34,13,80,2,28,1,36,213,8,2,51,28,5,20,0,10,675,10,558,626,314,164
1990,7,2037,506,39,0,18,7,8,19,1,1,0,6,23,6,78,41,34,14,8,21,5,30,2,7,4,1,339,755,64,580,1457,26,2011,25,981,13,20,998,172,1285,580,197,5,6,1,0,16,83,5,1041,340,0,83,131,38,6,85,429,1607,1,48,4,31,22,373,20,15,4,50,0,78,4,0,35,23,4,10,10,86,3,53,16,78,7,18,35,0,5,7,2,35,8,220,68,0,64,30,15,62,4,45,0,49,284,7,2,39,24,6,30,4,21,705,10,603,698,436,154
1990,8,1973,474,20,5,17,7,4,22,0,3,5,9,30,11,79,38,37,8,12,20,1,23,0,0,2,3,347,737,59,586,1387,19,1954,18,931,11,21,992,143,1244,586,189,3,4,1,1,20,90,0,1005,327,1,88,135,25,10,74,409,1564,0,52,4,26,30,367,16,12,0,44,0,79,4,1,32,24,4,10,16,65,3,67,17,82,8,13,37,0,3,13,0,41,12,253,74,0,61,20,5,65,7,30,1,41,229,3,2,45,19,9,26,1,4,667,9,608,685,399,186
1990,9,1961,458,24,5,17,6,7,16,2,0,2,10,24,11,88,43,34,14,7,24,5,17,0,3,1,3,345,738,57,593,1368,15,1946,19,906,22,28,986,144,1224,593,214,2,2,1,1,17,93,3,987,324,1,77,121,24,12,82,403,1555,3,47,2,25,24,364,13,19,1,34,0,65,1,1,32,27,10,13,8,56,5,49,14,94,9,14,42,0,10,10,4,46,10,219,68,0,62,31,19,73,1,40,2,41,245,5,1,53,17,7,28,0,17,651,10,619,664,361,164
1990,10,1832,441,30,4,22,3,5,16,2,1,1,6,26,8,65,36,24,11,6,12,2,16,3,3,0,0,285,750,54,608,1224,29,1803,10,931,10,21,860,119,1105,608,211,0,3,2,1,13,80,2,953,293,1,63,108,23,7,72,364,1467,1,34,4,24,19,358,9,20,2,46,0,59,2,6,30,18,2,10,5,61,0,53,15,85,6,19,40,0,5,17,4,44,9,222,53,0,56,19,8,67,3,27,3,31,219,1,0,49,22,15,25,6,7,619,9,623,574,367,172
1990,11,1346,342,18,4,18,3,5,21,0,0,0,2,17,12,55,27,16,7,2,12,5,25,2,1,1,3,216,477,55,404,942,20,1326,19,634,9,19,665,108,834,404,149,5,1,0,0,19,72,0,633,208,0,60,109,34,4,52,311,1034,1,30,2,25,23,259,7,17,0,45,0,51,1,2,22,13,5,5,0,50,0,47,4,67,3,7,37,1,2,8,2,30,3,26,46,0,40,19,11,68,6,29,3,25,205,3,0,42,24,10,17,4,9,458,10,422,447,214,130
1990,12,1731,438,24,4,17,7,7,14,1,3,3,6,19,9,83,46,33,7,11,17,1,21,0,8,1,5,290,580,76,528,1203,18,1713,18,797,13,21,882,145,1058,528,206,6,4,4,1,20,88,1,839,304,1,58,106,30,9,54,400,1326,5,41,9,22,19,307,21,12,3,40,0,62,2,5,26,21,1,9,115,63,0,60,7,77,5,24,33,0,2,11,0,50,6,31,62,3,52,26,14,61,6,40,2,38,225,7,1,47,23,18,19,3,9,565,10,552,595,233,132
1991,1,1816,397,13,6,20,6,2,23,0,1,0,7,24,11,76,34,24,6,14,23,0,30,2,0,1,2,335,707,52,574,1242,26,1790,35,885,12,11,873,118,1124,574,174,9,1,0,0,19,93,4,967,292,2,67,99,17,10,62,380,1433,3,25,6,28,20,309,16,19,4,45,0,72,1,1,113,19,0,15,0,26,0,54,20,66,6,17,40,1,6,8,2,28,20,216,54,0,63,21,10,62,5,42,0,35,200,1,0,61,26,10,21,2,12,656,10,581,557,375,232
1991,2,1553,316,21,2,17,6,10,13,2,1,0,4,19,13,72,38,28,9,13,18,7,29,7,3,0,1,237,603,64,481,1072,30,1523,37,720,13,14,769,137,935,481,168,1,2,2,0,9,61,2,803,244,1,63,90,21,15,71,357,1192,4,32,6,30,13,271,16,11,1,35,0,40,3,2,88,19,0,9,0,19,0,38,16,68,6,17,32,1,3,7,3,34,9,162,59,0,61,25,9,61,2,29,0,32,196,5,2,46,17,7,10,1,25,536,10,492,490,245,126
