Year,Month,NumCases,Relationship_Acquaintance,Relationship_Boyfriend,Relationship_Boyfriend/Girlfriend,Relationship_Brother,Relationship_Common-Law Husband,Relationship_Common-Law Wife,Relationship_Daughter,Relationship_Employee,Relationship_Employer,Relationship_Ex-Husband,Relationship_Ex-Wife,Relationship_Family,Relationship_Father,Relationship_Friend,Relationship_Girlfriend,Relationship_Husband,Relationship_In-Law,Relationship_Mother,Relationship_Neighbor,Relationship_Sister,Relationship_Son,Relationship_Stepdaughter,Relationship_Stepfather,Relationship_Stepmother,Relationship_Stepson,Relationship_Stranger,Relationship_Unknown,Relationship_Wife,Crime Solved_No,Crime Solved_Yes,Crime Type_Manslaughter by Negligence,Crime Type_Murder or Manslaughter,Victim Race_Asian/Pacific Islander,Victim Race_Black,Victim Race_Native American/Alaska Native,Victim Race_Unknown,Victim Race_White,Perpetrator Sex_Female,Perpetrator Sex_Male,Perpetrator Sex_Unknown,Weapon_Blunt Object,Weapon_Drowning,Weapon_Drugs,Weapon_Explosives,Weapon_Fall,Weapon_Fire,Weapon_Firearm,Weapon_Gun,Weapon_Handgun,Weapon_Knife,Weapon_Poison,Weapon_Rifle,Weapon_Shotgun,Weapon_Strangulation,Weapon_Suffocation,Weapon_Unknown,Victim Sex_Female,Victim Sex_Male,Victim Sex_Unknown,State_Alabama,State_Alaska,State_Arizona,State_Arkansas,State_California,State_Colorado,State_Connecticut,State_Delaware,State_District of Columbia,State_Florida,State_Georgia,State_Hawaii,State_Idaho,State_Illinois,State_Indiana,State_Iowa,State_Kansas,State_Kentucky,State_Louisiana,State_Maine,State_Maryland,State_Massachusetts,State_Michigan,State_Minnesota,State_Mississippi,State_Missouri,State_Montana,State_Nebraska,State_Nevada,State_New Hampshire,State_New Jersey,State_New Mexico,State_New York,State_North Carolina,State_North Dakota,State_Ohio,State_Oklahoma,State_Oregon,State_Pennsylvania,State_Rhodes Island,State_South Carolina,State_South Dakota,State_Tennessee,State_Texas,State_Utah,State_Vermont,State_Virginia,State_Washington,State_West Virginia,State_Wisconsin,State_Wyoming,Perpetrator Race_Asian/Pacific Islander,Perpetrator Race_Black,Perpetrator Race_Native American/Alaska Native,Perpetrator Race_Unknown,Perpetrator Race_White,Perpetrator Count,Victim Count
1995,7,1860,344,20,3,18,7,4,28,0,4,3,5,37,15,59,48,12,6,7,16,1,20,2,3,0,4,327,819,48,594,1266,30,1830,38,879,16,18,909,106,1160,594,190,1,2,2,0,9,93,5,1054,231,1,55,89,19,14,95,395,1463,2,42,5,45,21,358,16,12,0,42,97,45,7,4,68,26,3,0,24,59,1,54,14,99,12,13,35,2,3,17,1,33,14,166,64,1,31,20,4,58,2,28,3,43,171,8,0,39,19,10,20,1,16,625,18,615,586,338,194
1995,8,2100,392,25,2,13,7,4,18,1,0,0,4,25,9,56,46,16,7,11,24,1,26,2,1,1,4,356,974,75,708,1392,31,2069,45,993,13,17,1032,113,1279,708,209,3,1,1,1,20,76,2,1175,287,0,88,96,19,7,115,475,1620,5,60,5,53,25,392,28,19,0,35,111,66,8,6,87,31,6,0,28,80,0,60,19,79,25,17,46,2,0,17,0,46,10,180,62,0,57,20,7,61,3,22,0,41,168,9,3,49,32,8,15,2,27,687,7,722,657,394,258
1995,9,1780,358,23,2,16,5,4,24,2,1,1,4,37,8,71,43,22,6,10,15,2,21,4,3,0,2,314,737,45,563,1217,12,1768,30,858,10,13,869,126,1091,563,194,4,2,5,0,14,71,2,988,244,4,49,76,20,12,95,372,1406,2,36,6,42,26,333,16,15,0,33,66,56,3,2,73,20,6,0,24,69,0,52,26,78,10,8,43,3,0,18,1,34,15,122,62,0,58,28,22,65,3,17,0,40,132,8,2,51,25,6,24,1,18,614,6,580,562,283,168
1995,10,1851,310,18,2,9,5,5,19,0,1,0,2,25,6,64,39,18,11,12,10,2,24,1,2,0,5,334,865,62,637,1214,35,1816,32,853,15,19,932,105,1109,637,194,1,6,0,0,22,76,1,1059,205,0,63,92,23,11,98,381,1463,7,43,4,50,18,370,13,14,0,36,94,58,3,2,77,31,9,0,27,65,1,48,27,63,14,17,29,3,1,23,1,38,12,122,46,0,48,23,11,64,5,32,3,39,139,8,0,52,34,5,27,2,24,571,10,651,595,382,180
1995,11,1669,340,17,3,16,2,5,20,0,0,2,3,18,14,53,34,15,6,11,12,3,29,3,3,0,2,272,746,40,578,1091,23,1646,43,776,11,21,818,102,989,578,174,2,1,4,0,7,71,1,966,174,0,65,79,20,14,91,351,1314,4,37,9,26,21,296,14,13,0,31,85,60,5,8,59,35,6,0,16,61,5,67,23,52,10,17,29,1,1,14,3,34,9,100,72,1,47,22,14,48,4,26,2,31,131,7,0,58,26,6,27,0,29,505,10,596,529,313,194
1995,12,1833,314,9,3,15,6,6,26,0,1,0,3,19,15,54,44,19,4,8,13,5,23,3,4,2,3,288,889,57,689,1144,23,1810,31,886,12,14,890,108,1036,689,162,3,3,4,2,18,78,3,1037,223,1,74,92,22,11,100,433,1396,4,39,6,36,30,315,15,10,0,33,99,83,7,3,67,35,6,0,21,61,2,56,17,59,9,11,50,0,2,9,2,36,8,148,65,1,46,18,25,76,3,27,1,48,139,3,2,42,24,10,28,0,20,556,11,713,533,288,204
1996,1,1671,355,12,1,14,2,10,22,0,1,0,6,25,10,56,35,11,4,14,17,4,17,3,4,1,2,277,722,46,499,1172,27,1644,29,799,11,6,826,101,1072,498,169,4,7,2,1,17,124,2,894,213,1,60,67,22,7,81,381,1287,3,33,3,31,21,312,16,12,7,0,105,58,3,5,67,31,4,0,26,76,3,40,19,60,11,25,28,0,1,17,1,25,14,109,62,3,48,14,13,61,0,30,2,37,139,5,0,46,24,8,15,1,14,569,10,518,560,333,164
1996,2,1464,296,11,3,9,2,7,31,3,2,0,5,29,12,49,29,8,5,12,12,3,20,2,1,0,2,222,632,57,398,1066,19,1445,23,680,6,14,741,90,980,394,149,1,4,1,0,21,136,1,744,180,1,41,65,27,13,80,358,1101,5,25,0,34,19,260,10,12,2,0,98,46,2,3,51,29,5,0,15,61,1,43,13,60,9,8,44,0,1,23,6,19,10,110,50,0,44,21,11,46,1,32,0,26,127,8,0,34,24,5,16,0,20,503,6,415,520,327,210
1996,3,1435,294,16,4,16,2,8,15,0,0,0,5,5,9,53,31,18,3,7,15,1,22,1,1,0,0,217,639,53,437,998,19,1416,40,663,9,17,706,107,891,437,141,5,5,1,1,9,116,3,748,201,2,46,48,29,11,69,368,1061,6,29,2,43,12,230,9,4,2,0,109,33,6,4,57,27,3,0,17,49,2,49,11,41,8,14,37,0,3,17,2,33,18,111,47,2,34,24,12,66,1,30,0,33,110,9,0,33,24,10,18,0,21,469,6,455,484,267,174
1996,4,1424,311,14,8,6,3,5,11,0,2,1,2,18,5,40,37,14,5,6,9,1,17,0,0,0,1,223,636,49,430,994,13,1411,26,685,17,9,687,99,896,429,161,2,2,2,0,19,110,1,749,191,1,40,48,25,4,69,332,1091,1,33,6,32,12,240,8,13,5,0,97,45,1,3,57,30,5,0,18,57,2,55,11,63,12,20,29,0,0,17,3,29,15,102,47,2,40,15,12,54,4,21,0,31,89,5,5,38,20,3,17,1,11,509,7,441,456,279,110
1996,5,1546,303,23,4,11,3,3,15,1,2,0,4,8,18,54,35,22,6,6,12,1,25,1,2,2,2,242,679,62,460,1086,19,1527,26,734,9,12,765,124,963,459,142,1,0,2,2,13,101,2,807,225,0,63,83,20,7,78,340,1206,0,41,4,29,26,270,8,13,2,0,99,52,2,3,60,21,4,0,14,73,2,44,9,41,9,20,32,0,2,21,1,24,13,113,53,2,48,13,21,49,4,25,0,38,165,2,0,31,12,8,21,2,8,535,10,468,525,290,140
1996,6,1624,346,22,1,10,3,7,16,0,2,0,4,22,13,35,46,16,7,8,21,4,25,0,7,2,2,242,712,51,476,1148,18,1606,31,809,10,12,762,125,1025,474,161,2,4,0,2,24,106,4,851,229,0,54,62,19,12,94,345,1278,1,35,3,32,30,257,5,10,6,0,96,51,6,10,93,30,3,0,21,52,1,49,12,67,26,21,28,0,1,20,1,39,12,128,63,0,38,20,7,70,2,23,1,39,124,4,1,48,17,6,15,1,20,573,8,486,537,303,166
1996,7,1668,376,13,3,7,8,5,23,1,1,1,2,16,8,48,53,21,16,10,13,1,28,2,1,0,1,257,710,43,494,1174,20,1648,35,822,8,22,781,130,1045,493,171,2,4,1,1,10,125,0,906,206,1,47,56,21,10,107,347,1320,1,47,5,22,16,300,18,19,0,0,103,53,3,0,80,28,7,0,16,52,2,54,20,67,25,10,28,0,1,21,0,33,9,126,52,1,47,33,8,56,2,30,0,37,126,7,1,51,25,4,19,4,22,602,11,506,527,326,120
1996,8,1652,371,17,3,12,5,5,15,1,0,0,6,15,12,41,39,20,8,16,20,1,23,2,1,0,2,251,709,57,472,1180,25,1627,30,827,9,11,775,99,1083,470,176,1,0,0,0,5,135,1,904,221,0,50,55,15,9,80,355,1295,2,43,2,37,14,230,7,11,1,0,78,62,6,5,86,21,7,0,17,60,1,60,18,68,27,24,43,0,0,15,3,37,12,118,67,1,45,23,13,51,3,25,0,41,151,10,6,45,25,6,27,0,19,612,6,485,530,259,148
1996,9,1503,322,14,2,13,0,3,19,0,1,1,5,16,12,41,35,9,2,8,7,0,16,2,1,1,6,219,696,52,489,1014,17,1486,18,734,10,15,726,96,918,489,148,6,1,1,1,16,116,0,807,201,1,47,70,19,5,64,321,1180,2,39,1,37,17,256,12,28,3,0,76,68,3,4,58,14,4,0,27,55,2,56,14,61,12,12,35,0,2,19,0,20,12,92,45,0,36,19,15,52,5,31,1,34,126,6,0,44,25,3,22,0,14,509,6,497,477,267,170
1996,10,1538,280,19,1,7,3,7,13,2,0,0,6,30,5,38,42,17,6,5,21,1,23,4,3,0,1,231,723,50,534,1004,16,1522,22,746,6,17,747,99,908,531,154,1,2,2,1,16,133,2,813,200,0,56,48,22,5,83,333,1204,1,31,5,28,20,230,13,16,1,0,98,51,5,3,80,30,3,0,16,67,4,56,9,63,8,21,31,0,0,20,0,31,8,96,50,0,44,13,10,62,0,35,1,44,136,4,2,38,20,6,25,4,14,483,4,541,496,299,174
1996,11,1486,256,9,0,9,4,4,16,0,0,1,3,21,5,40,31,17,3,9,16,3,19,5,2,0,1,220,739,53,555,931,22,1464,25,702,4,12,743,88,843,555,162,3,4,3,1,11,129,2,789,189,0,42,57,11,5,78,314,1171,1,37,5,32,13,250,9,12,3,0,91,55,3,7,53,25,7,0,24,67,3,45,18,56,5,10,34,0,4,19,3,29,12,118,47,0,36,15,8,65,0,29,0,33,107,1,1,51,18,6,16,4,17,447,5,567,450,260,122
1996,12,1958,326,4,0,7,3,9,18,0,1,3,9,32,17,61,47,29,9,7,12,5,30,5,2,0,4,236,1019,63,637,1321,30,1928,41,848,22,12,1035,144,1181,633,209,0,4,0,0,14,305,2,881,242,1,56,78,18,7,141,459,1496,3,37,5,33,19,266,67,16,1,0,376,70,1,3,58,25,6,0,13,68,3,47,7,73,10,5,38,0,6,18,1,33,9,132,55,0,36,25,9,71,3,35,1,30,149,6,0,49,24,4,14,1,34,599,15,638,672,343,182
1997,1,1570,324,21,4,15,3,2,24,0,2,1,4,31,16,42,29,21,13,4,13,5,22,1,5,0,3,237,682,46,456,1114,24,1546,39,757,9,19,746,123,993,454,147,1,5,0,1,19,116,2,833,182,2,65,81,28,10,78,330,1238,2,40,6,34,29,220,11,12,1,25,91,54,4,2,62,41,9,0,21,64,1,59,8,67,9,17,32,0,2,15,0,26,10,101,67,0,36,22,12,67,2,25,2,36,119,6,0,46,29,4,20,4,15,563,7,468,517,317,222
1997,2,1285,263,10,2,17,2,2,13,0,0,2,2,14,11,52,46,14,6,9,9,4,20,0,2,4,1,167,563,50,385,900,16,1269,16,601,13,11,644,89,811,385,130,2,4,3,1,8,103,6,670,172,0,45,49,18,8,66,295,990,0,25,6,30,12,210,15,5,2,26,75,40,2,1,41,31,1,0,11,47,0,39,9,58,8,19,29,2,1,11,0,23,8,81,42,1,33,23,8,62,3,24,1,34,105,5,1,37,17,6,15,0,10,434,10,396,435,252,116
1997,3,1516,306,10,2,13,1,13,28,0,2,1,7,14,13,46,45,13,4,7,17,1,24,1,4,0,1,230,661,52,454,1062,18,1498,23,714,13,15,751,102,962,452,142,2,3,0,0,10,141,7,776,204,0,53,63,16,11,88,350,1166,0,35,3,34,15,250,9,13,1,25,98,58,1,3,53,26,2,0,24,57,3,33,10,79,8,16,31,1,1,20,0,39,7,90,52,1,39,25,8,67,5,32,1,29,129,5,1,36,16,13,12,0,11,517,5,464,519,284,164
1997,4,1374,280,12,1,14,3,7,18,0,0,2,6,28,6,38,31,10,3,9,15,1,29,1,3,0,1,211,596,49,424,950,19,1355,21,672,7,15,659,90,863,421,129,4,4,0,0,25,130,4,689,169,0,57,58,15,8,82,291,1081,2,32,4,29,19,232,15,9,0,25,81,44,3,3,62,30,7,0,16,48,2,35,7,67,15,12,25,0,1,11,0,33,13,68,54,2,25,19,10,50,4,23,0,36,113,5,0,53,12,4,15,1,15,448,8,432,471,301,222
1997,5,1444,269,18,3,14,3,2,18,0,0,0,3,17,8,43,41,16,7,8,22,3,26,2,1,0,6,185,671,58,433,1011,20,1424,41,673,8,18,704,124,887,433,142,3,4,0,2,12,138,5,714,184,0,59,65,14,8,94,350,1094,0,33,3,48,24,212,19,9,3,25,97,46,4,4,53,27,1,0,17,51,3,51,13,49,13,19,33,1,1,13,0,29,10,91,45,1,41,18,8,53,1,17,0,38,116,15,1,43,20,7,17,1,19,498,11,447,469,258,210
1997,6,1539,300,17,4,12,4,4,11,2,2,1,6,24,10,35,42,9,8,10,13,3,38,1,4,0,2,231,705,41,510,1029,21,1518,24,766,17,16,716,100,930,509,185,2,2,0,2,10,160,1,742,182,1,47,61,30,8,106,362,1175,2,37,3,24,21,231,14,14,1,25,100,47,3,3,65,40,6,0,27,58,4,45,17,60,9,18,32,0,5,14,0,23,10,104,66,0,27,25,8,54,1,35,0,46,120,3,0,40,25,6,21,2,18,509,12,515,485,288,134
1997,7,1575,329,15,1,9,2,7,21,0,0,0,2,24,6,42,34,16,5,6,11,2,24,2,2,1,2,236,728,48,490,1085,18,1557,28,748,7,19,773,110,975,490,156,6,5,0,0,6,146,4,808,200,2,64,66,17,4,91,333,1241,1,30,3,33,27,253,17,8,1,26,99,54,8,2,80,33,3,0,17,60,1,39,9,49,10,31,36,2,2,27,0,30,8,113,60,0,25,25,15,55,2,27,0,35,124,7,0,42,21,8,17,1,20,545,2,505,503,296,184
1997,8,1556,339,11,2,10,3,5,18,1,0,1,4,17,9,55,42,11,8,6,17,1,20,2,2,0,2,235,687,48,503,1053,29,1527,32,753,16,16,739,112,942,502,172,6,2,1,0,10,151,1,789,210,0,59,37,17,9,92,339,1213,4,33,6,41,21,251,18,12,0,25,87,48,7,3,80,35,3,0,20,63,4,41,14,70,12,13,36,2,0,13,0,20,8,99,49,0,25,26,6,60,0,26,0,37,144,7,1,43,20,6,21,0,17,533,8,521,477,257,142
1997,9,1464,288,17,1,12,3,5,23,0,2,1,4,17,4,34,30,16,9,8,13,2,21,1,1,1,7,200,704,40,477,987,16,1448,33,674,14,23,720,88,900,476,185,1,4,0,0,9,142,1,731,185,0,53,45,18,6,84,318,1138,8,33,9,28,24,237,13,9,3,28,88,38,8,5,70,34,3,0,10,60,1,47,7,60,9,9,23,4,1,22,0,32,12,82,50,0,25,18,8,68,1,29,0,35,121,2,0,50,22,5,19,2,22,489,12,491,450,263,134
1997,10,1512,319,14,3,7,2,4,19,1,2,1,4,19,17,42,50,11,5,6,11,2,21,2,5,1,5,203,688,48,481,1031,31,1481,35,712,10,19,736,90,942,480,162,1,6,2,1,12,136,2,804,149,1,60,68,18,5,85,317,1194,1,43,5,29,18,258,19,12,4,27,87,33,4,5,77,30,0,0,18,58,1,36,8,59,12,10,50,0,4,15,0,33,9,83,56,2,33,21,14,66,1,27,0,40,108,6,0,38,13,10,26,4,26,487,7,494,498,308,210
1997,11,1424,265,7,0,13,1,5,17,1,0,0,9,19,11,41,44,11,6,4,12,3,20,0,1,0,1,197,698,38,496,928,14,1410,25,717,15,19,648,78,853,493,125,2,4,0,1,11,140,0,734,186,0,63,55,18,11,74,310,1110,4,32,6,38,23,203,9,14,0,27,76,34,2,4,61,32,4,0,16,46,0,47,9,65,14,15,39,1,0,15,0,36,8,103,54,0,32,11,11,58,4,38,0,29,106,6,1,43,19,7,25,1,19,474,9,512,410,301,156
1997,12,1535,285,15,0,11,3,1,13,0,3,1,2,21,10,41,32,14,5,7,7,1,33,3,4,1,1,190,774,57,558,977,18,1517,25,710,10,15,775,110,867,558,165,6,2,2,0,11,145,5,782,192,1,62,53,16,9,84,342,1190,3,42,1,33,22,216,16,15,0,25,89,27,2,8,59,35,4,0,24,63,2,50,15,63,8,14,36,3,4,20,0,34,11,98,52,0,39,16,5,79,3,21,1,44,123,8,4,37,36,9,17,2,16,463,8,566,482,244,238
1998,1,1481,262,12,2,14,5,4,17,0,0,1,2,22,14,42,34,14,7,7,13,5,28,3,3,0,6,201,701,62,440,1041,13,1468,24,692,7,23,735,98,947,436,159,1,2,0,0,12,78,1,798,165,1,56,83,19,4,102,334,1141,6,36,1,27,18,222,11,20,1,0,113,50,4,6,57,34,6,0,9,67,1,50,12,58,12,18,22,2,2,13,3,29,17,74,53,0,34,28,6,63,3,34,1,48,139,8,0,41,22,6,0,0,15,485,5,451,525,258,162
1998,2,1176,240,17,2,8,3,5,24,0,0,0,7,10,6,37,37,11,6,9,2,6,20,1,1,0,3,152,534,35,331,845,28,1148,19,524,11,12,610,100,745,331,129,5,2,2,1,13,49,0,626,147,1,41,55,15,12,78,302,868,6,23,4,30,11,176,5,7,1,0,86,38,2,1,45,34,3,0,4,33,2,47,11,45,3,18,35,1,0,15,0,28,17,76,46,1,25,25,11,49,0,26,3,34,104,4,0,25,17,2,0,3,11,401,10,344,410,245,140
1998,3,1351,275,21,1,5,3,4,14,0,6,1,4,17,6,30,54,6,11,11,8,2,24,2,1,3,1,181,609,51,390,961,20,1331,21,596,7,20,707,97,868,386,165,1,2,3,0,12,63,2,665,173,0,72,55,25,15,98,342,1007,2,27,4,45,32,199,8,12,4,0,105,51,2,4,59,32,5,0,11,58,0,41,10,60,9,9,30,0,0,10,0,36,11,71,63,0,21,16,10,52,2,25,0,37,106,4,4,32,18,14,0,2,13,412,6,401,519,273,144
1998,4,1272,258,17,1,6,1,5,10,1,0,0,7,17,6,45,30,16,5,8,8,4,27,0,1,0,2,172,565,60,366,906,10,1262,29,577,5,20,641,91,817,364,143,5,8,2,0,11,77,3,648,174,0,52,45,14,11,79,322,944,6,37,4,38,15,176,8,9,2,0,86,37,2,7,58,43,4,0,10,51,6,44,6,64,11,19,26,2,5,16,3,26,7,68,58,0,33,11,5,40,1,19,0,44,114,2,3,30,17,5,0,0,20,413,4,378,457,206,144
1998,5,1348,305,15,3,10,4,6,16,1,1,0,6,15,8,32,30,10,7,13,9,4,11,1,1,0,1,202,579,58,373,975,14,1334,14,636,12,18,668,100,875,373,169,2,4,1,0,8,57,1,710,159,1,59,61,15,7,94,335,1008,5,30,4,32,17,185,3,8,3,0,99,58,1,3,71,33,7,0,10,63,0,34,12,60,7,14,40,1,5,20,1,17,11,77,54,0,22,20,9,56,2,19,0,42,133,3,0,40,15,5,0,2,10,455,12,389,482,252,102
1998,6,1331,245,16,1,10,7,4,15,1,1,1,4,18,9,43,38,18,7,9,14,6,27,1,3,1,5,177,598,52,400,931,14,1317,13,607,14,15,682,113,818,400,146,2,7,2,0,15,69,1,677,186,1,43,62,19,11,90,307,1020,4,32,2,29,15,180,10,8,1,0,78,39,4,1,66,24,4,0,10,52,2,45,16,68,11,17,33,2,2,13,2,25,14,71,47,1,43,18,13,46,8,28,0,32,149,9,0,33,19,6,0,3,7,422,4,411,487,223,118
1998,7,1381,274,16,2,10,1,7,25,2,0,0,4,17,14,44,44,19,3,8,17,2,15,3,2,0,3,179,624,46,397,984,22,1359,19,638,18,26,680,100,885,396,144,4,2,0,0,13,67,4,702,192,1,55,66,23,4,104,318,1048,15,35,7,25,20,182,10,17,3,0,97,33,3,6,69,41,5,0,16,46,3,36,11,64,12,22,26,0,3,22,1,29,14,82,55,1,32,18,15,54,2,18,1,38,127,5,0,36,24,11,0,4,8,466,17,406,484,248,126
1998,8,1415,270,13,2,5,3,4,12,2,3,3,3,13,9,44,46,8,7,7,16,3,20,2,7,0,4,220,632,57,423,992,16,1399,22,652,14,18,709,86,906,423,185,1,1,0,1,10,50,2,741,184,0,57,49,13,10,111,302,1110,3,26,0,30,14,236,3,15,1,0,88,51,4,3,75,39,3,0,9,42,3,51,11,53,3,14,35,0,1,18,1,41,15,97,58,1,37,18,15,60,2,28,0,24,118,2,4,44,18,4,0,0,16,445,10,435,509,279,156
1998,9,1315,268,15,2,9,6,3,21,0,3,3,7,12,9,41,36,15,4,13,11,2,27,1,1,1,0,175,577,53,392,923,16,1299,23,578,6,23,685,112,811,392,179,1,4,0,0,8,68,1,663,165,1,42,55,22,9,97,312,997,6,30,4,41,16,173,4,12,2,0,85,45,1,2,55,37,5,0,13,44,2,57,14,81,17,10,25,0,2,17,2,26,14,84,51,2,29,12,10,41,1,37,0,26,125,4,1,36,15,5,0,0,20,418,1,401,475,239,192
1998,10,1311,238,13,4,7,2,2,17,5,0,1,2,14,9,38,47,14,8,5,10,0,22,0,1,0,1,206,579,66,383,928,19,1292,19,625,12,14,641,83,845,383,157,4,1,0,1,6,80,2,671,159,1,57,56,12,6,98,318,989,4,23,3,33,16,192,9,11,4,0,100,49,1,1,61,32,1,0,9,42,1,31,8,56,13,14,34,1,3,18,2,28,15,72,57,0,29,15,15,54,2,24,0,42,119,12,0,35,17,5,0,2,12,452,8,392,447,266,102
1998,11,1213,225,17,0,8,5,2,12,1,1,1,4,14,12,33,28,8,4,13,8,5,18,0,2,0,2,200,555,35,393,820,14,1199,19,566,11,18,599,92,730,391,147,1,2,0,1,19,56,0,663,140,0,43,53,17,8,63,294,914,5,24,4,31,15,195,11,16,2,0,73,37,2,2,63,21,3,0,11,35,1,42,3,49,4,19,37,0,2,11,1,24,11,75,41,1,42,19,14,47,1,23,1,34,98,5,0,42,15,6,0,0,8,397,7,403,398,204,156
1998,12,1467,242,17,1,8,1,13,22,0,1,0,3,23,8,40,34,15,10,6,9,2,27,3,3,0,3,225,686,65,482,985,17,1450,16,667,11,19,754,93,893,481,170,7,7,0,2,15,72,2,793,179,0,42,58,19,10,91,355,1107,5,20,5,35,20,237,113,9,0,0,76,43,1,0,59,38,3,0,12,34,6,50,9,69,15,11,44,2,0,11,0,25,11,84,50,0,30,15,17,66,1,29,0,35,116,8,0,27,18,12,0,1,8,447,9,502,501,277,128
1999,1,1285,262,9,1,9,3,8,20,1,2,1,8,26,10,46,31,10,7,14,10,5,28,2,6,0,2,161,561,42,349,936,15,1270,21,584,11,10,659,91,846,348,151,2,1,0,0,8,62,6,675,182,2,43,63,21,12,57,310,975,0,2,6,36,11,183,13,17,1,0,76,41,1,2,57,36,5,0,8,45,2,50,8,60,12,15,23,0,2,8,5,25,6,73,44,1,32,32,6,61,2,30,0,36,136,7,0,34,13,3,19,0,13,452,11,357,452,256,148
1999,2,1063,205,10,1,6,3,4,19,1,1,2,1,14,7,47,34,15,4,10,6,2,11,2,3,0,2,130,475,48,293,770,22,1041,17,489,11,9,537,73,698,292,112,2,3,0,0,14,64,5,559,132,1,36,40,18,6,71,260,799,4,2,4,33,11,143,9,2,0,0,78,33,2,4,42,19,6,0,4,38,3,36,9,57,7,13,22,0,1,13,2,22,10,70,28,1,20,23,9,60,2,16,0,33,98,1,2,35,13,6,20,1,7,358,9,305,384,186,132
1999,3,1105,201,8,2,8,2,4,16,0,0,0,1,20,6,43,41,17,5,11,4,1,35,4,3,0,2,134,502,35,318,787,9,1096,20,510,8,5,562,86,701,318,144,2,2,0,2,21,63,4,543,156,1,30,40,24,4,69,276,827,2,1,5,28,9,152,13,11,4,0,81,41,2,0,43,30,5,0,2,45,3,38,4,60,7,12,28,2,2,16,1,23,10,64,56,0,24,14,7,40,5,17,0,30,94,4,4,27,22,5,14,0,20,354,8,327,396,218,154
1999,4,1129,253,8,1,6,2,3,17,0,1,0,3,14,9,28,39,14,4,4,10,1,16,2,6,0,1,145,492,50,312,817,14,1115,18,504,10,5,592,83,735,311,139,1,2,0,0,8,67,22,568,141,1,42,36,16,13,73,280,849,0,0,7,32,14,160,26,5,3,0,70,50,1,2,52,18,8,0,9,35,3,31,8,59,8,8,34,0,3,6,1,23,10,61,56,0,30,21,7,38,3,19,1,29,110,7,0,26,15,6,13,1,11,379,9,318,412,190,258
1999,5,1233,215,13,2,12,2,4,14,1,2,0,3,13,4,34,38,13,4,13,13,4,22,2,4,0,0,166,583,52,399,834,12,1221,14,605,15,6,593,82,754,397,154,4,2,0,0,14,79,12,590,172,2,44,57,17,9,77,303,927,3,0,4,32,12,171,15,8,0,0,82,50,3,2,61,25,4,0,10,40,0,42,5,72,9,12,24,0,2,10,5,24,16,85,53,2,21,13,4,48,3,30,1,38,116,3,0,31,19,4,20,2,9,405,11,410,398,209,138
1999,6,1205,236,20,0,7,0,5,19,1,1,0,6,15,7,38,34,14,4,8,12,5,24,3,2,2,0,160,549,33,366,839,31,1174,19,527,9,17,633,98,741,366,153,2,6,0,0,11,92,17,604,147,0,41,42,17,11,62,266,937,2,2,3,40,9,164,11,16,0,0,83,38,3,1,73,31,3,0,4,41,1,36,12,57,11,15,27,2,0,25,0,26,16,100,41,1,29,15,6,39,4,20,1,35,101,3,0,19,20,6,13,2,12,386,15,382,410,191,116
1999,7,1349,267,20,2,11,3,2,21,0,2,1,3,21,11,41,42,8,1,7,10,3,17,1,3,0,0,196,584,72,358,991,16,1333,20,622,18,15,674,97,897,355,170,4,6,0,2,12,67,13,696,182,0,34,54,12,10,87,327,1021,1,5,8,33,15,207,20,13,3,0,95,51,3,2,55,25,5,0,5,50,4,41,16,72,15,15,32,0,1,16,3,22,11,80,55,0,36,33,8,45,1,23,3,47,93,4,2,32,11,9,21,3,17,457,15,373,487,270,240
1999,8,1318,241,16,1,4,3,6,20,0,3,1,2,26,14,34,40,14,5,8,4,2,25,1,4,2,2,166,620,54,434,884,17,1301,36,571,13,12,686,85,801,432,175,2,5,0,1,12,65,1,711,174,1,28,44,13,7,79,321,996,1,1,3,36,16,223,14,12,2,0,67,51,10,5,73,34,6,0,7,28,2,41,7,66,10,11,29,0,5,17,1,25,14,82,48,0,26,23,13,44,6,24,1,48,108,11,1,30,13,8,16,0,26,385,8,436,463,268,170
1999,9,1287,240,13,2,7,2,4,14,0,1,0,1,16,9,35,47,16,7,5,11,1,24,0,3,0,1,217,557,54,359,928,15,1272,20,584,18,16,649,85,844,358,190,6,4,0,0,7,78,4,665,151,0,46,50,11,9,66,312,975,0,0,8,34,9,183,22,10,0,0,67,48,5,3,56,37,3,0,7,41,1,47,14,54,14,16,22,3,2,19,0,32,19,84,54,0,52,20,5,50,4,27,3,26,111,2,3,32,17,7,13,1,13,430,10,376,458,253,182
1999,10,1209,228,16,0,6,2,4,20,2,1,2,6,23,7,27,42,9,4,9,6,1,16,1,2,0,5,153,574,43,374,835,14,1195,19,543,5,11,631,85,751,373,136,3,5,0,0,12,80,6,661,137,0,37,49,11,12,60,281,928,0,0,2,43,14,182,17,13,3,0,76,42,3,3,47,23,3,0,7,40,1,44,11,74,7,12,31,3,1,13,2,22,12,82,44,1,31,18,8,49,5,18,1,31,97,4,5,35,8,6,15,0,18,385,6,385,415,206,132
